datetime,timestamp,spot,oracle,liquidation_pnl,liquidation_count,arbitrage_pnl,arbitrage_count,system_health,bad_debt
2023-10-19 00:26:21,1697675181,1800.0,,,,,,,
2023-10-19 01:26:21,1697678781,1746.8134349973539,,,,,,,
2023-10-19 02:26:21,1697682381,1746.755254572102,,,,,,,
2023-10-19 03:26:21,1697685981,1736.3102405938455,,,,,,,
2023-10-19 04:26:21,1697689581,1721.723257038559,,,,,,,
2023-10-19 05:26:21,1697693181,1723.6237595947052,,,,,,,
2023-10-19 06:26:21,1697696781,1702.0876767380462,,,,,,,
2023-10-19 07:26:21,1697700381,1690.8147428854936,,,,,,,
2023-10-19 08:26:21,1697703981,1683.146462410909,,,,,,,
2023-10-19 09:26:21,1697707581,1683.8416479953862,,,,,,,
2023-10-19 10:26:21,1697711181,1683.4364552150803,,,,,,,
2023-10-19 11:26:21,1697714781,1649.2890915831508,,,,,,,
2023-10-19 12:26:21,1697718381,1631.3926538490784,,,,,,,
2023-10-19 13:26:21,1697721981,1639.9030439072053,,,,,,,
2023-10-19 14:26:21,1697725581,1619.4224726215677,,,,,,,
2023-10-19 15:26:21,1697729181,1625.3518620603331,,,,,,,
2023-10-19 16:26:21,1697732781,1616.0485532946973,,,,,,,
2023-10-19 17:26:21,1697736381,1616.4225228282041,,,,,,,
2023-10-19 18:26:21,1697739981,1598.1949712429541,,,,,,,
2023-10-19 19:26:21,1697743581,1570.2096964203229,,,,,,,
2023-10-19 20:26:21,1697747181,1562.8809309163032,,,,,,,
2023-10-19 21:26:21,1697750781,1542.5326046928296,,,,,,,
2023-10-19 22:26:21,1697754381,1542.1567954819557,,,,,,,
2023-10-19 23:26:21,1697757981,1532.2448894812235,,,,,,,
